XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,RESULTANT,time,ACTIVITY
-0.9871419881162702,4.74885447331333,-0.4115649323446509,46.87487133809027,59.23758782458408,41.12309510466397,1.9781045436627376,3.972301909027488,1.4242904888255299,0.15539048011659762,0.2546013178060875,0.141118790004533,10.320093514556296,2021-01-01 09:00:00,0
-0.5416435191012882,6.203155884183135,-0.007075895367309382,46.58713669606177,60.660133225753434,40.53679538052898,1.6868651982857332,3.6810870225375005,1.600227214460374,0.13604376130994303,0.3434425308640425,0.1315871649025038,9.75449165409795,2021-01-01 09:00:10,0
-1.0285734647645213,-1.2279230806118568,0.7777693472068042,43.671172185798504,56.63159500056489,44.87079371610584,1.1618782704208128,3.0436736753660525,1.604260095223873,0.15142253462929905,0.39928569893963406,0.13705666549218068,10.113065541247895,2021-01-01 09:00:20,0
1.2365824410760529,0.9213835345847838,1.695910323730449,47.561709820665634,65.74431003594599,35.93076480238647,1.3151020233788797,2.7863104988884513,1.8934057087113842,0.14689085448860126,0.36064466436250797,0.16080404577844137,9.991331915085036,2021-01-01 09:00:30,0
0.90993982786928,8.595835035298848,0.814184550243112,51.75811001355582,59.70948703172105,37.78899950949821,1.3839079230233382,2.7554588432403135,2.051408798904746,0.14268445246613276,0.2460521363678981,0.10263816335877401,10.255890189048579,2021-01-01 09:00:40,0
0.24804235209908856,6.799687928638211,0.7938495527248188,50.64026974947068,64.54285194340288,39.75266227244529,1.1580364367807638,2.8624344266462334,1.4984568854691174,0.12105684506220037,0.29352969687431973,0.15322258474797673,10.036716623341542,2021-01-01 09:00:50,0
0.28240957328771565,0.7308403987088102,1.593267363300905,46.104420384635176,73.40209737252668,40.21358808364928,1.1393608861723312,2.6374708946409617,1.3665883450730438,0.1581474605822001,0.2645765196643768,0.17668908412108617,9.92673421912907,2021-01-01 09:01:00,0
-0.43609280864608696,-7.399460616600464,1.5032763412230976,50.09612275809791,55.40310969316369,42.519451631977745,1.1405436260730997,2.608818818848344,1.517427165508565,0.24465021195908734,0.22541831924546663,0.18965314607751446,9.321622177266802,2021-01-01 09:01:10,0
-1.3872273863193845,-5.153070298617104,0.16533669849635851,46.69204638685837,54.29466167051328,46.46508544282516,1.502304281827166,2.8844297226297098,2.386875418568057,0.1451607666129829,0.22794144590322568,0.1864194156630799,10.156210702372306,2021-01-01 09:01:20,0
-2.674213338780751,-9.930602145674854,-1.0986698743858696,46.042522787793345,53.26155000435752,48.57707322065781,1.9186165373629867,2.425236023848685,2.175110076257086,0.15176915373489885,0.2964685348460105,0.17656958551407068,10.27395179683818,2021-01-01 09:01:30,0
