XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,RESULTANT,time,ACTIVITY
0.36742655360624354,3.1217378933593647,1.3319533354654172,54.43574869790673,69.42786689178348,39.17046849378646,4.157210949111516,4.014402239666879,4.368381141124316,0.30255619702910186,0.2804052409338752,0.4015373513889864,11.154180714160129,2021-01-01 09:00:00,0
0.09240510560020887,2.049465869735183,-0.040949948571920025,57.304060479854044,61.430228760801256,38.49500060656965,3.6093699104222283,3.6282291459106655,3.3131411331863108,0.3358490468111037,0.27424273831565904,0.3252277937484726,11.281261459252983,2021-01-01 09:00:10,0
-0.7654914067018019,2.3049358463741854,-0.10761518937408887,46.35911035724878,67.19221932533702,42.72966157608926,3.7777036369145662,3.3607648742756546,3.256247411307365,0.29942399887159465,0.26209193032095285,0.3043938159733586,11.227361289633064,2021-01-01 09:00:20,0
-0.3646820482163129,0.6739408067729329,-0.1818808575731512,45.52932017345428,68.0833433533283,47.71404458241724,3.4511261567395177,3.309116896722123,2.6912716236718897,0.26202447081520563,0.27186974075843845,0.30297688469943107,11.184322046135664,2021-01-01 09:00:30,0
1.7140485271861046,2.57826999114752,0.49599558267682786,56.55899367264062,59.12426568450928,40.86251538266539,3.197432405196726,3.5971680125087055,3.7518215445873593,0.24705917208547892,0.2853858188037158,0.29467654802363813,11.617325630512639,2021-01-01 09:00:40,0
3.191133312898577,2.234859888053686,0.8516148694461587,55.070834379729625,56.860702687948944,39.13442199369371,3.2394780587022005,3.470138668505371,4.191416150709838,0.2408215768870622,0.26828120424838403,0.30449180674182474,11.49559386124216,2021-01-01 09:00:50,0
4.03990630153686,-0.4375191473578095,0.7890798713791374,53.058885630103944,61.51214600163401,41.09342036022395,3.2109346856025605,3.377255151515916,4.037398667126089,0.26657545487029555,0.22029929085296096,0.30242927187971846,11.243322352361679,2021-01-01 09:01:00,0
2.559736057975293,1.5122914343729619,1.339195938619301,50.36225383458435,63.561195841655135,39.78587422769517,3.608598867343403,3.6914231011843834,4.766680019273646,0.23220504650402965,0.25939170353798496,0.33140810371224805,11.12556181996554,2021-01-01 09:01:10,0
0.8024184431564816,1.1423544125862435,0.13160019374489806,49.56380343723297,59.48360228902251,44.039966898693145,2.9920043789309263,3.0160553214140426,2.594690311925411,0.24919962881797852,0.25814021479628985,0.33947497805805354,11.645247220640284,2021-01-01 09:01:20,0
1.1502511318644562,2.612468962989748,0.8206658441388615,48.20107351154685,60.718275136552755,40.74895023177415,3.5927784065878763,3.2838761848381277,4.210778045472294,0.22196323720207217,0.27389467317049543,0.3324802166055821,11.513259693765882,2021-01-01 09:01:30,0
1.4019694189821372,0.6614387617670019,0.8132243022611738,45.440889868500825,65.26444620592632,43.84118784233332,3.5178596405635405,3.2117542493484788,3.5838598257207575,0.22137134584024254,0.2566685463738732,0.3404370325964361,11.239124579881356,2021-01-01 09:01:40,0
1.5770913917770617,-1.022801247774808,0.2044497117978339,47.80409874322712,67.56720862143534,47.36866839560494,3.32642633147277,3.1559036094144495,3.0473593300642374,0.20808502122275235,0.2830715649357933,0.2850354066368088,11.26009799620062,2021-01-01 09:01:50,0
2.723652250787021,0.009104834230058145,0.7077277528706198,51.41663037568628,62.94184632144123,46.46138768920675,3.039480259763226,2.9772173470648453,3.0800302821375136,0.21632005759018064,0.2641334026534684,0.31871311087102067,11.631657414509197,2021-01-01 09:02:00,0
3.004086041249783,-0.5381998545268534,0.8180570766434081,49.26719279920161,62.5788522952877,46.037089425715806,3.1904063067103925,2.728673080696896,3.17588202248171,0.21328621123568417,0.2633167183259234,0.3046614951952092,11.471063093981016,2021-01-01 09:02:10,0
2.253550359984711,-2.1534075350955124,0.6762300064679985,50.395079258558155,68.64869782791399,46.070848489148176,3.2681393846493956,2.920481903223336,3.178268326465041,0.19601409291923047,0.2577257060569741,0.2878462252557665,11.371380461631045,2021-01-01 09:02:20,0
3.622643226914258,-1.9556060880854709,1.063517753737122,52.05072626941799,66.78112127538854,44.04500023203343,3.3042576503326,2.805911876681283,3.53259295153451,0.20218717379695775,0.23840667986176312,0.30916713874771146,11.478846529672705,2021-01-01 09:02:30,0
2.240532290576027,0.2914914803799249,1.032739754832685,51.46763599038124,64.03318775783256,40.93673402916491,3.414010483274013,3.0651944404549227,3.528096683754951,0.2084057336238742,0.24953285641321094,0.3104442629769079,11.598982007500421,2021-01-01 09:02:40,0
3.026293795108499,-0.830241696576401,0.848531241150797,54.631837565654514,60.43912168647796,42.349168940503894,2.996677219892442,2.763715187491298,3.0311687452664677,0.23050625043469372,0.24091434270957562,0.3027233080867968,11.662167812979417,2021-01-01 09:02:50,0
4.285940547053517,0.2542717782046662,1.2218848845383525,56.99710818043947,57.588857792451975,41.24877475793063,2.820775008247197,2.8723084183191583,3.387459751434863,0.2251503318836242,0.23199765942268968,0.30817613183279186,11.851135663022212,2021-01-01 09:03:00,0
